Headline,Domain,Keywords,Sentiment
If she were a melody… Jack Black reveals his all-time favorite costar,Entertainment,"['melody…', 'jack', 'black', 'reveals', 'all-time', 'favorite', 'costar']",Positive
‘The Program’ takes a deeply personal look at the ‘troubled teen’ industry,Entertainment,"['‘', 'program', '’', 'take', 'deeply', 'personal', 'look', '‘', 'troubled', 'teen', '’', 'industry']",Neutral
"Another ‘Dune’ movie is ‘in the works,’ but Timothée Chalamet and Zendaya don’t know how it all ends",Entertainment,"['another', '‘', 'dune', '’', 'movie', '‘', 'work', '’', 'timothée', 'chalamet', 'zendaya', '’', 'know', 'end']",Neutral
The ‘subversive spirituality’ of Bob Marley is still being overlooked,Entertainment,"['‘', 'subversive', 'spirituality', '’', 'bob', 'marley', 'still', 'overlooked']",Neutral
7 unforgettable Oscars speeches in recent history,Entertainment,"['7', 'unforgettable', 'oscar', 'speech', 'recent', 'history']",Neutral
How to watch the 10 Oscar movies nominated for best picture,Entertainment,"['watch', '10', 'oscar', 'movie', 'nominated', 'best', 'picture']",Positive
Kate Winslet’s golden streak of HBO miniseries fizzles with the satirical ‘The Regime’,Entertainment,"['kate', 'winslet', '’', 'golden', 'streak', 'hbo', 'miniseries', 'fizzle', 'satirical', '‘', 'regime', '’']",Neutral
‘Shōgun’ might be the TV program of the year (again) in FX’s majestic new telling,Entertainment,"['‘', 'shōgun', '’', 'might', 'tv', 'program', 'year', 'fx', '’', 'majestic', 'new', 'telling']",Neutral
‘The Program’ takes a deeply personal look at the ‘troubled teen’ industry,Entertainment,"['‘', 'program', '’', 'take', 'deeply', 'personal', 'look', '‘', 'troubled', 'teen', '’', 'industry']",Neutral
‘Elsbeth’ turns Carrie Preston’s ‘The Good Wife’ role into a breezy good time,Entertainment,"['‘', 'elsbeth', '’', 'turn', 'carrie', 'preston', '’', '‘', 'good', 'wife', '’', 'role', 'breezy', 'good', 'time']",Positive
‘Love on the Spectrum’ reveals the challenges of autism representation,Entertainment,"['‘', 'love', 'spectrum', '’', 'reveals', 'challenge', 'autism', 'representation']",Positive
Jet carrying Grammy-winning artist Karol G makes emergency landing,Entertainment,"['jet', 'carrying', 'grammy-winning', 'artist', 'karol', 'g', 'make', 'emergency', 'landing']",Negative
‘God Save Texas’ offers three homegrown views of life in the Lone Star State,Entertainment,"['‘', 'god', 'save', 'texas', '’', 'offer', 'three', 'homegrown', 'view', 'life', 'lone', 'star', 'state']",Positive
Franklin gets his moment in the spotlight in ‘overdue’ new ‘Peanuts’ special,Entertainment,"['franklin', 'get', 'moment', 'spotlight', '‘', 'overdue', '’', 'new', '‘', 'peanut', '’', 'special']",Positive
"As ‘The Crow’ remake drops first-look images, director says Brandon Lee’s memory is ‘very much alive’",Entertainment,"['‘', 'crow', '’', 'remake', 'drop', 'first-look', 'image', 'director', 'say', 'brandon', 'lee', '’', 'memory', '‘', 'much', 'alive', '’']",Neutral
‘Players’ scores as a commitment-phobic rom-com by making the right calls,Entertainment,"['‘', 'player', '’', 'score', 'commitment-phobic', 'rom-com', 'making', 'right', 'call']",Neutral
‘Spaceman’ launches Adam Sandler into a heavy-handed sci-fi drama,Entertainment,"['‘', 'spaceman', '’', 'launch', 'adam', 'sandler', 'heavy-handed', 'sci-fi', 'drama']",Neutral
"‘Lisa Frankenstein’ awkwardly stitches together a mix of horror, romance and comedy",Entertainment,"['‘', 'lisa', 'frankenstein', '’', 'awkwardly', 'stitch', 'together', 'mix', 'horror', 'romance', 'comedy']",Neutral
Ariana Grande and Cynthia Erivo shine in ‘Wicked’ trailer,Entertainment,"['ariana', 'grande', 'cynthia', 'erivo', 'shine', '‘', 'wicked', '’', 'trailer']",Neutral
"Inside Karl Lagerfeld’s many, many glamorous homes",Style,"['inside', 'karl', 'lagerfeld', '’', 'many', 'many', 'glamorous', 'home']",Positive
Gabriel Garcia Marquez’s sons publish unfinished novel that the late author wanted ‘destroyed’,Style,"['gabriel', 'garcia', 'marquez', '’', 'son', 'publish', 'unfinished', 'novel', 'late', 'author', 'wanted', '‘', 'destroyed', '’']",Positive
Naples gets new ‘Venus of the Rags’ artwork after original destroyed by fire,Style,"['naples', 'get', 'new', '‘', 'venus', 'rag', '’', 'artwork', 'original', 'destroyed', 'fire']",Negative
"Most countries have made ‘little or no progress’ in returning Nazi-looted art, report finds",Style,"['country', 'made', '‘', 'little', 'progress', '’', 'returning', 'nazi-looted', 'art', 'report', 'find']",Negative
Japanese housing pioneer wins ‘Nobel of architecture’,Style,"['japanese', 'housing', 'pioneer', 'win', '‘', 'nobel', 'architecture', '’']",Positive
A tech company is growing diamonds in the desert,Style,"['tech', 'company', 'growing', 'diamond', 'desert']",Positive
"Colin Firth’s wet Mr. Darcy shirt sells for $25,000",Style,"['colin', 'firth', '’', 'wet', 'mr.', 'darcy', 'shirt', 'sell', '25,000']",Neutral
This photographer documented life as a young person during the pandemic,Style,"['photographer', 'documented', 'life', 'young', 'person', 'pandemic']",Neutral
Why this artist photographed herself at dizzying heights,Style,"['artist', 'photographed', 'dizzying', 'height']",Neutral
A new book unearths a buried history of photography in West Africa,Style,"['new', 'book', 'unearths', 'buried', 'history', 'photography', 'west', 'africa']",Neutral
Was this 19th century portrait painter also the first celebrity stylist?,Style,"['19th', 'century', 'portrait', 'painter', 'also', 'first', 'celebrity', 'stylist']",Neutral
The landscape photographer surveying the ‘liminal spaces’ of war — and peace,Style,"['landscape', 'photographer', 'surveying', '‘', 'liminal', 'space', '’', 'war', '—', 'peace']",Negative
Discovery of a rare ceramic head reveals a previously unknown Roman settlement,Style,"['discovery', 'rare', 'ceramic', 'head', 'reveals', 'previously', 'unknown', 'roman', 'settlement']",Neutral
Israeli director receives death threats after calling for ceasefire at Berlin film festival,Style,"['israeli', 'director', 'receives', 'death', 'threat', 'calling', 'ceasefire', 'berlin', 'film', 'festival']",Negative
Freddie Mercury’s London home for sale for $38 million,Style,"['freddie', 'mercury', '’', 'london', 'home', 'sale', '38', 'million']",Neutral
Google opens New York headquarters in repurposed 1930s railway terminal,Style,"['google', 'open', 'new', 'york', 'headquarters', 'repurposed', '1930s', 'railway', 'terminal']",Neutral
Two skyscrapers joined by daring cantilevered ‘skybridge’ to soar over New York,Style,"['two', 'skyscraper', 'joined', 'daring', 'cantilevered', '‘', 'skybridge', '’', 'soar', 'new', 'york']",Positive
George Michael commemorated with coins from UK’s Royal Mint,Style,"['george', 'michael', 'commemorated', 'coin', 'uk', '’', 'royal', 'mint']",Neutral
One of London’s top museums wants to hire a Taylor Swift superfan,Style,"['one', 'london', '’', 'top', 'museum', 'want', 'hire', 'taylor', 'swift', 'superfan']",Positive
Is it time to revolutionize the toilet?,Style,"['time', 'revolutionize', 'toilet']",Neutral
World’s oldest unchanged brand changes logo for the first time in over 140 years,Style,"['world', '’', 'oldest', 'unchanged', 'brand', 'change', 'logo', 'first', 'time', '140', 'year']",Neutral
Are these the most beautiful coffee shops in the world?,Style,"['beautiful', 'coffee', 'shop', 'world']",Positive
Joy for maker of tallest matchstick Eiffel Tower as Guinness World Records reverses initial rejection,Style,"['joy', 'maker', 'tallest', 'matchstick', 'eiffel', 'tower', 'guinness', 'world', 'record', 'revers', 'initial', 'rejection']",Positive
"Rihanna, Mark Zuckerberg and Ivanka Trump among bevy of stars at Indian billionaire heir’s pre-wedding bash",Style,"['rihanna', 'mark', 'zuckerberg', 'ivanka', 'trump', 'among', 'bevy', 'star', 'indian', 'billionaire', 'heir', '’', 'pre-wedding', 'bash']",Neutral
Celebrities and tycoons jet to Indian billionaire heir Anant Ambani’s lavish pre-wedding bash,Style,"['celebrity', 'tycoon', 'jet', 'indian', 'billionaire', 'heir', 'anant', 'ambani', '’', 'lavish', 'pre-wedding', 'bash']",Neutral
Michael Jordan’s championship sneakers sell for record $8 million at auction,Style,"['michael', 'jordan', '’', 'championship', 'sneaker', 'sell', 'record', '8', 'million', 'auction']",Positive
New sanctions on Russian diamonds will change the global trade in gems,Style,"['new', 'sanction', 'russian', 'diamond', 'change', 'global', 'trade', 'gem']",Neutral
Winston Churchill’s wartime false teeth are up for sale,Style,"['winston', 'churchill', '’', 'wartime', 'false', 'teeth', 'sale']",Neutral
"MP Police Constable Result 2024 declared at esb.mp.gov.in, download link here",Education,"['mp', 'police', 'constable', 'result', '2024', 'declared', 'esb.mp.gov.in', 'download', 'link']",Neutral
"CBSE CTET July schedule out at ctet.nic.in: Check direct link to apply, exam dates and eligibility",Education,"['cbse', 'ctet', 'july', 'schedule', 'ctet.nic.in', 'check', 'direct', 'link', 'apply', 'exam', 'date', 'eligibility']",Neutral
"Calicut University Semester result 2024 OUT for UG, PG courses at uoc.ac.in; direct link here",Education,"['calicut', 'university', 'semester', 'result', '2024', 'ug', 'pg', 'course', 'uoc.ac.in', 'direct', 'link']",Neutral
Christmas GK: Was Jesus Christ Really born on 25th December?,Education,"['christmas', 'gk', 'jesus', 'christ', 'really', 'born', '25th', 'december']",Neutral
Indian Railways: 10 surprising facts that every student should know about,Education,"['indian', 'railway', '10', 'surprising', 'fact', 'every', 'student', 'know']",Positive
5 lesser-known tidbits about Napoleon's hat,Education,"['5', 'lesser-known', 'tidbit', 'napoleon', ""'s"", 'hat']",Neutral
"Mount Olympus: Greece's highest mountain, steeped in legendary tales from ancient mythology",Education,"['mount', 'olympus', 'greece', ""'s"", 'highest', 'mountain', 'steeped', 'legendary', 'tale', 'ancient', 'mythology']",Neutral
STEM Learning: Top 10 Chemistry Experiments for Class 10 students,Education,"['stem', 'learning', 'top', '10', 'chemistry', 'experiment', 'class', '10', 'student']",Positive
UP Teacher Recruitment Scam: Candidates Demand Appointment Letters for 6800 Pending Posts – Here's All You Need to Know,Education,"['teacher', 'recruitment', 'scam', 'candidate', 'demand', 'appointment', 'letter', '6800', 'pending', 'post', '–', ""'s"", 'need', 'know']",Negative
7 Job prospects after studying B Planning: How much do they pay?,Education,"['7', 'job', 'prospect', 'studying', 'b', 'planning', 'much', 'pay']",Positive
RSMSSB recruitment 2024: Apply online for 679 Junior Instructor posts at rssb.rajasthan.gov.in,Education,"['rsmssb', 'recruitment', '2024', 'apply', 'online', '679', 'junior', 'instructor', 'post', 'rssb.rajasthan.gov.in']",Neutral
Let's Talk Money: Which Countries Pay Teachers the Best? Top 10 Revealed!,Education,"['let', ""'s"", 'talk', 'money', 'country', 'pay', 'teacher', 'best', 'top', '10', 'revealed']",Positive
"Kerala KMAT 2024 Admit Card released at cee.kerala.gov.in, direct link to download",Education,"['kerala', 'kmat', '2024', 'admit', 'card', 'released', 'cee.kerala.gov.in', 'direct', 'link', 'download']",Positive
"TS EAMCET 2024 notification released at eamcet.tsche.ac.in, registration from February 26",Education,"['t', 'eamcet', '2024', 'notification', 'released', 'eamcet.tsche.ac.in', 'registration', 'february', '26']",Neutral
"NEET UG 2024: NTA adds 14 exam centres abroad, check details here",Education,"['neet', 'ug', '2024', 'nta', 'add', '14', 'exam', 'centre', 'abroad', 'check', 'detail']",Neutral
GATE 2024 Result on March 16: Check counselling process and previous year's cut-off,Education,"['gate', '2024', 'result', 'march', '16', 'check', 'counselling', 'process', 'previous', 'year', ""'s"", 'cut-off']",Neutral
"IIT JAM 2024 Answer Key, Question Paper released at jam.iitm.ac.in, direct link to download",Education,"['iit', 'jam', '2024', 'answer', 'key', 'question', 'paper', 'released', 'jam.iitm.ac.in', 'direct', 'link', 'download']",Neutral
NEET UG 2024: 8 Key Chemistry Topics Medical Aspirants Must Not Skip,Education,"['neet', 'ug', '2024', '8', 'key', 'chemistry', 'topic', 'medical', 'aspirant', 'must', 'skip']",Neutral
JEE Mains Result 2024: Students raise concerns over alleged error in percentile calculation,Education,"['jee', 'main', 'result', '2024', 'student', 'raise', 'concern', 'alleged', 'error', 'percentile', 'calculation']",Negative
"NEET UG 2024 registration begins at neet.ntaonline.in, direct link to apply",Education,"['neet', 'ug', '2024', 'registration', 'begin', 'neet.ntaonline.in', 'direct', 'link', 'apply']",Neutral
"NEET UG 2024 registration starts, 7 tips for medical aspirants to crack exam",Education,"['neet', 'ug', '2024', 'registration', 'start', '7', 'tip', 'medical', 'aspirant', 'crack', 'exam']",Neutral
"JEE Main Answer Key Challenge 2024: Objection window closes today, check official notice here",Education,"['jee', 'main', 'answer', 'key', 'challenge', '2024', 'objection', 'window', 'close', 'today', 'check', 'official', 'notice']",Positive
HPSC HCS Prelims result 2024 announced at hpsc.gov.in; Download here,Education,"['hpsc', 'hcs', 'prelim', 'result', '2024', 'announced', 'hpsc.gov.in', 'download']",Neutral
"FMGE December 2023 Result declared at natboard.edu.in, direct link here",Education,"['fmge', 'december', '2023', 'result', 'declared', 'natboard.edu.in', 'direct', 'link']",Neutral
